Metric,Pre-Superstar Mean,Post-Superstar Mean,T-statistic,P-value,Significance
Win Percentage,53.333333333333336,53.40909090909091,-0.009603834702287085,0.9923492562791614,Not Significant
Plus/Minus,0.68,2.8181818181818183,-1.0142987817328042,0.3119620711300936,Not Significant
Team Points Made,98.62666666666667,105.54545454545455,-3.99208371293236,9.931429585343587e-05,Significant
